dataset,model,query,ground_truth,prediction,Accuracy (EM),faithfulness
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cellular aging closely links to an older appearance.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cellular aging closely links to an older appearance.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Chenodeosycholic acid treatment increases whole-body energy expenditure.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Chenodeosycholic acid treatment increases whole-body energy expenditure.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Chenodeosycholic acid treatment reduces whole-body energy expenditure.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Chenodeosycholic acid treatment reduces whole-body energy expenditure.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cold exposure increases BAT recruitment.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cold exposure reduces BAT recruitment.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Combining phosphatidylinositide 3-kinase and MEK 1/2 inhibitors is effective at treating KRAS mutant tumors.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Combining phosphatidylinositide 3-kinase and MEK 1/2 inhibitors is effective at treating KRAS mutant tumors.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Combining phosphatidylinositide 3-kinase and MEK 1/2 inhibitors is effective at treating KRAS mutant tumors.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Commelina yellow mottle virus' (ComYMV) genome consists of 7489 baise pairs.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Crosstalk between dendritic cells (DCs) and innate lymphoid cells (ILCs) is important in the regulation of intestinal homeostasis.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Crosstalk between dendritic cells (DCs) and innate lymphoid cells (ILCs) is important in the regulation of intestinal homeostasis.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cytochrome c is released from the mitochondrial intermembrane space to cytosol during apoptosis.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cytosolic proteins bind to iron-responsive elements on mRNAs coding for DMT1. Cytosolic proteins bind to iron-responsive elements on mRNAs coding for proteins involved in iron uptake.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,DMRT1 is a sex-determining gene that is epigenetically regulated by the MHM region.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,De novo assembly of sequence data has more specific contigs than unassembled sequence data.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Deamination of cytidine to uridine on the minus strand of viral DNA results in catastrophic G-to-A mutations in the viral genome.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Deleting Raptor reduces G-CSF levels.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Deletion of αvβ8 does not result in a spontaneous inflammatory phenotype.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Dexamethasone decreases risk of postoperative bleeding.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Dexamethasone decreases risk of postoperative bleeding.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Dexamethasone decreases risk of postoperative bleeding.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Diabetic patients with acute coronary syndrome experience increased short-term and long-term risk for bleeding events.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Discrimination between the initiator and elongation tRNAs depends on the translation initiation factor IF3.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Downregulation and mislocalization of Scribble prevents cell transformation and mammary tumorigenesis.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,During the primary early antibody response activated B cells migrate toward the inner-and outer paracortical areas where oxysterol accumulation is generated by stromal cells.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Enhanced early production of inflammatory chemokines improves viral control in the lung.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Epidemiological disease burden from noncommunicable diseases is more prevalent in low economic settings.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Epigenetic modulating agents (EMAs) modulate antitumor immune response in a cancer model system.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Errors in peripheral IV drug administration are most common during bolus administration and multiple-step medicine preparations.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Errors in peripheral IV drug administration are most common during bolus administration and multiple-step medicine preparations.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Ethanol stress decreases the expression of IBP in bacteria.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Exposure to fine particulate air pollution is relate to anxiety prevalence.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Exposure to fine particulate air pollution is relate to anxiety prevalence.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Febrile seizures increase the threshold for development of epilepsy.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Febrile seizures reduce the threshold for development of epilepsy.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for dementia.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Flexible molecules experience greater steric hindrance in the tumor microenviroment than rigid molecules.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Free histones are degraded by a Rad53-dependent mechanism once DNA has been replicated.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Free histones are degraded by a Rad53-dependent mechanism once DNA has been replicated.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Functional consequences of genomic alterations due to Myelodysplastic syndrome (MDS) are poorly understood due to the lack of an animal model.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Fz/PCP-dependent Pk localizes to the anterior membrane of neuroectoderm cells during zebrafish neuralation,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Fz/PCP-dependent Pk localizes to the anterior membrane of notochord cells during zebrafish neuralation.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,GATA-3 is important for hematopoietic stem cell (HSC) function.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Gene expression does not vary appreciably across genetically identical cells.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Gene expression does not vary appreciably across genetically identical cells.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Glycolysis is one of the primary glycometabolic pathways in cells.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Golli-deficient T-cells prefer to differentiate into an anergic phenotype in the adaptive immune response when there are increased levels of Ca2+ in the cytosol.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,HNF4A mutations can cause diabetes in mutant carriers by the age of 14 years,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Headaches are not correlated with cognitive impairment.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"Healthcare delivery efficiency in crowded delivery centers is impaired by improving structural, logistical, and interpersonal elements.",NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Helminths interfere with immune system control of macrophages activated by IL-4 favor Mycobacterium tuberculosis replication.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Hematopoietic Stem Cell purification reaches purity rate of up to 50%.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,High cardiopulmonary fitness causes increased mortality rate.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,High dietary calcium intakes are unnecessary for prevention of secondary hyperparathyroidism in subjects with 25(OH)D levels above 75 nmol/liter.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,High levels of CRP reduces the risk of exacerbations in chronic obstructive pulmonary disease (COPD).,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,High levels of CRP reduces the risk of exacerbations in chronic obstructive pulmonary disease (COPD).,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,High levels of copeptin decrease risk of diabetes.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Histone demethylase recruitment and a transient decrease in histone methylation is necessary for ligand-dependent induction of transcription by nuclear receptors.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Homozygous deletion of murine Sbds gene from osterix-expressing mesenchymal stem and progenitor cells (MPCs) prevents oxidative stress.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Human T-lymphotropic virus type-I-associated myelopathy / tropical spastic paraparesis (HAM/TSP) patients produce Immunoglobulin G (IgG) antibodies which cross-react with an immunodominant epitope in Tax.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Hyperfibrinogenemia decreases rates of femoropopliteal bypass thrombosis.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Hyperfibrinogenemia decreases rates of femoropopliteal bypass thrombosis.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Hyperfibrinogenemia decreases rates of femoropopliteal bypass thrombosis.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Hyperfibrinogenemia decreases rates of femoropopliteal bypass thrombosis.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Hyperfibrinogenemia increases rates of femoropopliteal bypass thrombosis.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Hyperfibrinogenemia increases rates of femoropopliteal bypass thrombosis.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Hyperfibrinogenemia increases rates of femoropopliteal bypass thrombosis.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Hyperfibrinogenemia increases rates of femoropopliteal bypass thrombosis.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Hypertension is frequently observed in type 1 diabetes patients.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Hypocretin neurones induce panicprone state in rats.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Hypoglycemia increases the risk of dementia.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Hypoglycemia increases the risk of dementia.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Hypothalamic glutamate neurotransmission is crucial to energy balance.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,IFIT1 restricts viral replication by sequestrating mis-capped viral RNAs.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,IRG1 has antiviral effects against neurotropic viruses.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,ITAM phosphorylation prevents the transfer of the T cell receptor (TCR) signal from the echo-domain to the cytoplasmic tail of the T cell receptor (TCR).,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Immune complex triggered cell death leads to extracellular release of neutrophil protein HMGB1.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Immune responses result in the development of inflammatory Th17 cells and anti-inflammatory iTregs.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"In adult tissue, most T cells are memory T cells.",SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"In domesticated populations of Saccharomyces cerevisiae, whole chromosome aneuploidy is very uncommon.",NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"In mice, P. chabaudi parasites are able to proliferate faster early in infection when inoculated at lower numbers than when inoculated at high numbers.",NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.",REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.",REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.",REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"In transgenic mice harboring green florescent protein under the control of the Sox2 promoter, less than ten percent of the cells with green florescent colocalize with cell proliferation markers.",NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"In young and middle-aged adults, current or remote uses of ADHD medications do not increase the risk of serious cardiovascular events.",SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"In young and middle-aged adults, current or remote uses of ADHD medications do not increase the risk of serious cardiovascular events.",SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Incidence of heart failure decreased by 10% in women since 1979.,SUPPORT,REFUTE,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Incidence rates of cervical cancer have decreased.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Incidence rates of cervical cancer have decreased.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Incidence rates of cervical cancer have decreased.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Increased microtubule acetylation repairs LRRK2 Roc-COR domain mutation induced locomotor deficits.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Individuals with low serum vitamin D concentrations have increased risk of multiple sclerosis.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Infection of human T-cell lymphotropic virus type 1 is most frequent in individuals of African origin.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"Inositol lipid 3-phosphatase PTEN converts Ptdlns(3,4)P 2 into phosphatidylinositol 4-phosphate.",SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Input from  mental and physical health care professionals is effective at decreasing homelessness.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Insomnia can be effectively treated with cognitive behavioral therapy.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Insomnia can be effectively treated with cognitive behavioral therapy.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Insomnia can be effectively treated with cognitive behavioral therapy.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Insomnia can be effectively treated with cognitive behavioral therapy.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Insulin increases risk of severe kidney failure.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Integrating classroom-based collaborative learning with Web-based collaborative learning leads to subpar class performance,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Ivermectin is used to treat lymphatic filariasis.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Ivermectin is used to treat onchocerciasis.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,LDL cholesterol has no involvement in the development of cardiovascular disease.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Less than 10% of the gabonese children with Schimmelpenning-Feuerstein-Mims syndrome (SFM) had a plasma lactate of more than 5mmol/L.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Leukemia associated Rho guanine nucleotide-exchange factor represses RhoA in response to SRC activation.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Leuko-increased blood increases infectious complications in red blood cell transfusion.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Leuko-increased blood increases infectious complications in red blood cell transfusion.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Leuko-increased blood increases infectious complications in red blood cell transfusion.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Leuko-reduced blood reduces infectious complications in red blood cell transfusion.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Leuko-reduced blood reduces infectious complications in red blood cell transfusion.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Leuko-reduced blood reduces infectious complications in red blood cell transfusion.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Localization of PIN1 in the Arabidopsis embryo does not require VPS9a,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Localization of PIN1 in the roots of Arabidopsis does not require VPS9a,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Low expression of miR7a does represses target genes and exerts a biological function in ovaries.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Low expression of miR7a exerts a biological function in testis.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Low nucleosome occupancy correlates with low methylation levels across species.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Lupus-prone mice infected with curliproducing bacteria have higher autoantibody titers compared to controls.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Ly49Q directs the organization of neutrophil migration to inflammation sites by regulating membrane raft functions.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Ly49Q directs the organization of neutrophil migration to inflammation sites by regulating membrane raft functions.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Ly6C hi monocytes have a lower inflammatory capacity compared to their Ly6C lo counterparts.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Ly6C hi monocytes have a lower inflammatory capacity than Ly6C lo monocytes.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Ly6C hi monocytes have a lower inflammatory capacity than Ly6C lo monocytes.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Macrolides have no protective effect against myocardial infarction.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Macrolides protect against myocardial infarction.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Macropinocytosis contributes to a cell's supply of amino acids via the intracellular uptake of protein.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Many proteins in human cells can be post-translationally modified at lysine residues via acetylation.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have a dramatic impact in reducing malaria transmission.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Mercaptopurine is anabolized into the inactive methylmercaptopurine by thiopurine methyltrasnferase (TPMT).,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in reduced efficacy and lower quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Mice defective for deoxyribonucleic acid (DNA) polymerase I (polI) reveal increased sensitivity to ionizing radiation (IR).,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Mice without IFN-γ or its receptor are resistant to EAM induced with α-MyHC/CFA.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,MicroRNA is involved in the regulation of Neural Stem Cell (NSC) differentiation and proliferation dynamic homeostasis,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Microarray results from culture-amplified mixtures of serotypes correlate poorly with microarray results from uncultured mixtures.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Mitochondria are uninvolved in apoptosis.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Modifying the epigenome in the brain affects the normal human aging process by affecting certain genes related to neurogenesis.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Most termination events in Okazaki fragments are sequence specific.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"Mutations in G-Beta protein GNB2 are present in many cancers, resulting in loss of interaction with G-alpha subunits and concomitant activation of AKT pathway.",NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,N-terminal cleavage increases success identifying transcription start sites.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,N-terminal cleavage reduces success identifying transcription start sites.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,N348I mutations cause resistance to zidovudine (AZT).,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,NF2 (Merlin) causes phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila by activating LATS1/2 kinases.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,NF2 (Merlin) prevents phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,NOX2-independent pathways can generate peroxynitrite by reacting with nitrogen intermediates.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,NR5A2 is important in development of endometrial tissues.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,NR5A2 is important in development of endometrial tissues.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,SUPPORT,NEUTRAL,0,0
